items_num,votes_per_item,lr,loss_mean,loss_std,price_mean,price_std,algorithm,recall,recall_std,precision,precision_std,f_beta,f_beta_std,machine_tests,corr,select_conf,baseline_items,total_items,expert_cost,theta,filters_num
5,3,10,0.07442,0.10795611886317515,2.37968,0.3977176103719824,Crowd-Ensemble,97.55731765834112,3.615154030171457,99.57923944742294,0.4210764843089419,97.7269885410829,3.331001594566983,0.0,0.0,0.95,20,1000,20,0.3,1
5,3,10,0.18688,0.11717792283531911,0.0,0.0,Machines-Ensemble,99.90652431122292,0.20897401826323173,64.90224214809774,13.972974120365539,94.66927489909689,3.1826911827291755,50.0,0.0,0.95,20,1000,20,0.3,1
5,3,10,0.026919999999999996,0.021697778688151467,2.05616,0.16991543308363719,Hybrid-Ensemble,99.14814456559994,0.7311092113169486,99.42127567994162,0.640591401110168,99.17221936690125,0.6747838725548118,50.0,0.0,0.95,20,1000,20,0.3,1
5,3,10,0.28798,0.1459137402714357,0.0,0.0,Machines-Ensemble,98.69364195685822,0.7756256535550993,57.7656513853269,14.291964275821165,91.95665937794737,3.814804970317013,50.0,0.2,0.95,20,1000,20,0.3,1
5,3,10,0.039819999999999994,0.018289548928281416,2.30306,0.26230923811410073,Hybrid-Ensemble,99.0407106490947,0.7401733601663197,96.52481359730535,3.49169472469654,98.79174153078893,0.5504020901214766,50.0,0.2,0.95,20,1000,20,0.3,1
5,3,10,0.26846,0.11662198935020787,0.0,0.0,Machines-Ensemble,97.53130618834095,1.1843313943296456,62.32010976590499,11.989393406596927,92.3037618317668,3.094800824488305,50.0,0.3,0.95,20,1000,20,0.3,1
5,3,10,0.04456,0.020491129788276684,2.4387000000000003,0.3411543492321328,Hybrid-Ensemble,99.16622262235133,0.6526738719192879,93.93167279491512,4.47012072098338,98.64433065291884,0.6203142916428654,50.0,0.3,0.95,20,1000,20,0.3,1
5,3,10,0.45414,0.13327115366800124,0.0,0.0,Machines-Ensemble,92.56208323408342,3.008881180950783,56.97291548613741,11.37661518014486,87.09900301710742,3.496125009719397,50.0,0.5,0.95,20,1000,20,0.3,1
5,3,10,0.0821,0.04119817957143252,3.1294999999999997,0.7290226402520021,Hybrid-Ensemble,99.16149914214483,0.5543153312287992,84.81718861114307,8.947251483766179,97.55641897628674,1.1968583480432962,50.0,0.5,0.95,20,1000,20,0.3,1
5,3,10,0.61312,0.2570994858026752,0.0,0.0,Machines-Ensemble,86.86467194940998,7.358641148928632,59.10334534795074,15.458571084719663,82.5190408006606,7.2109457582413885,50.0,0.7,0.95,20,1000,20,0.3,1
5,3,10,0.09601999999999998,0.06029842120652911,3.46914,1.2723894688341302,Hybrid-Ensemble,99.22630566125007,0.7689427676618809,83.01805142756737,14.189755967263322,97.17992446120448,1.7406897822405527,50.0,0.7,0.95,20,1000,20,0.3,1
5,3,10,0.8305000000000001,0.284840323690309,0.0,0.0,Machines-Ensemble,80.67592207064622,10.814400512074698,54.215154501193744,14.439501788249617,76.21558176710913,8.449105086358612,50.0,0.9,0.95,20,1000,20,0.3,1
5,3,10,0.11505999999999998,0.07814842544798968,3.8623000000000003,1.4930407663556948,Hybrid-Ensemble,99.24458433913107,0.6458297755347949,80.02287475371332,16.441141174996496,96.68235286712701,2.1851731300619046,50.0,0.9,0.95,20,1000,20,0.3,1
5,3,10,0.0886,0.07360815172248247,3.83424,1.1986638821621347,Crowd-Ensemble,97.77421875413562,1.6547289100100138,95.50926707797754,11.895884329987119,97.35208907521917,2.0962228641075096,0.0,0.0,0.95,20,1000,20,0.3,2
5,3,10,0.15873999999999996,0.12863868935899497,0.0,0.0,Machines-Ensemble,99.72953776063235,0.3197255277840245,71.14107891698832,16.100212979103805,95.5858825614818,3.329891602022943,50.0,0.0,0.95,20,1000,20,0.3,2
5,3,10,0.041800000000000004,0.03206618156251224,2.3137,0.2854457741848703,Hybrid-Ensemble,98.72856074198627,1.0607168501361646,99.0080933472367,0.838383109943904,98.75218126591616,0.959269392975353,50.0,0.0,0.95,20,1000,20,0.3,2
5,3,10,0.22097999999999998,0.09982053696509552,0.0,0.0,Machines-Ensemble,97.79891764257107,1.0570932180236032,67.75401907115443,12.093611976053126,93.65227467754325,2.7795221290341363,50.0,0.2,0.95,20,1000,20,0.3,2
5,3,10,0.05726,0.02724761273946765,2.5636200000000002,0.24692921171866242,Hybrid-Ensemble,98.50019440792715,0.9086771770111659,96.13938120775894,2.138751414322435,98.27523477814324,0.8132947767263887,50.0,0.2,0.95,20,1000,20,0.3,2
5,3,10,0.31902,0.1098478019807406,0.0,0.0,Machines-Ensemble,94.69178858995923,1.9005866435857026,65.4966703012778,11.429131543441796,90.69129800871092,3.1085872910683094,50.0,0.3,0.95,20,1000,20,0.3,2
5,3,10,0.06891999999999998,0.028853311768322197,2.7816400000000003,0.3558556876038375,Hybrid-Ensemble,98.41310355179456,0.9548932232166755,93.20947544917189,3.09573999389066,97.90496010665967,0.8777204867080061,50.0,0.3,0.95,20,1000,20,0.3,2
5,3,10,0.5848599999999999,0.18002299964171245,0.0,0.0,Machines-Ensemble,85.60846174344509,5.264259986340552,64.36099443010335,11.314178519507648,82.79750631769893,5.148982495083629,50.0,0.5,0.95,20,1000,20,0.3,2
5,3,10,0.08184000000000001,0.02538059100966721,3.2557,0.3693111560730328,Hybrid-Ensemble,98.77656961668079,0.6443445500525607,86.91687722398565,4.784014041032112,97.53912232911733,0.7606652855374708,50.0,0.5,0.95,20,1000,20,0.3,2
5,3,10,0.9933000000000001,0.3546180621457401,0.0,0.0,Machines-Ensemble,72.29622457689759,12.531792854144326,60.85237985644414,14.514996173120627,70.44408226648792,10.787054436414474,50.0,0.7,0.95,20,1000,20,0.3,2
5,3,10,0.10388000000000001,0.04705598367901791,3.9411999999999994,0.8880072747449763,Hybrid-Ensemble,98.89202138099203,0.6627802820868535,81.98019882569346,10.104803659088459,96.92341595653183,1.3855486605030707,50.0,0.7,0.95,20,1000,20,0.3,2
5,3,10,1.26052,0.4532541115092063,0.0,0.0,Machines-Ensemble,63.411901148578636,17.044211301953748,59.35399329846452,15.894625867728402,62.08806640655043,14.405371897322564,50.0,0.9,0.95,20,1000,20,0.3,2
5,3,10,0.13144,0.05836168606200476,4.32978,1.3067003526440175,Hybrid-Ensemble,98.65385046942976,0.8304438162885552,78.85395271883237,13.080299868369668,96.15653188058313,1.6553531992332895,50.0,0.9,0.95,20,1000,20,0.3,2
5,3,10,0.1324,0.0852049294348631,5.2401,1.4822321984088729,Crowd-Ensemble,97.0886713692669,1.345125020164474,90.76077255005326,15.611212901675767,96.0682818283467,2.352392113029212,0.0,0.0,0.95,20,1000,20,0.3,3
5,3,10,0.1322,0.09017516287759063,0.0,0.0,Machines-Ensemble,99.6107650397349,0.3856922459703061,73.62858336475044,12.777008054009585,96.1812346217433,2.461728783525814,50.0,0.0,0.95,20,1000,20,0.3,3
5,3,10,0.04939999999999999,0.02979865768788923,2.52424,0.3356338814839765,Hybrid-Ensemble,98.56942239545296,0.9525429911494714,97.81673343763526,1.7583054546310584,98.49764818870264,0.9157033993008845,50.0,0.0,0.95,20,1000,20,0.3,3
5,3,10,0.26498,0.09327646862955308,0.0,0.0,Machines-Ensemble,95.81376594067582,1.2847294944193264,69.0691930729079,10.056223063215354,92.3192070565242,2.5498885426449123,50.0,0.2,0.95,20,1000,20,0.3,3
5,3,10,0.07072,0.03328124997652582,2.8959200000000003,0.3711391027633709,Hybrid-Ensemble,98.2266401812259,1.0655745212130945,94.57841443879391,2.8121017492407088,97.87427303082045,0.9826717254089259,50.0,0.2,0.95,20,1000,20,0.3,3
5,3,10,0.39652,0.12092216339447454,0.0,0.0,Machines-Ensemble,91.27471447653586,2.983837552965876,68.76182821260576,10.417321596916729,88.39158856850851,3.508473998342902,50.0,0.3,0.95,20,1000,20,0.3,3
5,3,10,0.08068,0.03582593474007342,3.11934,0.3943277119351365,Hybrid-Ensemble,98.09154348631643,1.1663746159832216,92.79605784319257,3.4287176398806722,97.57126929616582,1.0737873745251576,50.0,0.3,0.95,20,1000,20,0.3,3
5,3,10,0.7683399999999999,0.2644233431450408,0.0,0.0,Machines-Ensemble,78.02591634730821,7.924722415215161,68.77644798273471,10.17618749831679,76.97861137507748,7.782042148587055,50.0,0.5,0.95,20,1000,20,0.3,3
5,3,10,0.09607999999999998,0.03362965358132611,3.643700000000001,0.492319378046406,Hybrid-Ensemble,98.37802237917457,1.049716501872521,86.26906899006092,4.008937090167499,97.11720400664544,1.0056578079563476,50.0,0.5,0.95,20,1000,20,0.3,3
5,3,10,1.16228,0.4460199565041905,0.0,0.0,Machines-Ensemble,65.80969681642561,16.465902998610304,63.10121359667086,15.375091429313876,64.69127570060161,14.033063252721986,50.0,0.7,0.95,20,1000,20,0.3,3
5,3,10,0.11918,0.04570631903796235,4.1835,0.8753308231748725,Hybrid-Ensemble,98.20131523035698,1.2768158838828145,82.57563724979882,9.125484928356931,96.42013588313979,1.4318621074310298,50.0,0.7,0.95,20,1000,20,0.3,3
5,3,10,1.54352,0.528535154554548,0.0,0.0,Machines-Ensemble,53.144728573945855,20.452856513886964,60.341051469986695,14.630170469735887,52.49400553305815,17.125566943961278,50.0,0.9,0.95,20,1000,20,0.3,3
5,3,10,0.15052000000000001,0.05387475846813608,4.75448,1.0347456158882722,Hybrid-Ensemble,97.98738296572927,1.581095089701161,78.09109832487485,10.3429880469948,95.58265967489511,1.5053607550092267,50.0,0.9,0.95,20,1000,20,0.3,3
5,3,10,0.24162,0.11636767420551121,7.413020000000001,2.0652893307234215,Crowd-Ensemble,97.39939515595762,1.7456039957106535,69.1684316677712,17.347804031353533,93.1077807737543,3.0428243371465076,0.0,0.0,0.95,20,1000,20,0.3,4
5,3,10,0.12524,0.08821509167937196,0.0,0.0,Machines-Ensemble,99.35464313762468,0.6090535285335066,76.04206146826156,12.466498043894868,96.36496857997358,2.4770334967290952,50.0,0.0,0.95,20,1000,20,0.3,4
5,3,10,0.058899999999999994,0.04383389099772002,2.65796,0.3741799011170963,Hybrid-Ensemble,98.40442633919372,1.4204938684720374,96.40195273149959,1.9584358387117557,98.2146460617123,1.3395015115524167,50.0,0.0,0.95,20,1000,20,0.3,4
5,3,10,0.28414,0.12191521808207538,0.0,0.0,Machines-Ensemble,94.40746127626569,2.1476705662583297,72.85082903423042,10.479061871462287,91.76798580237327,3.2303072175989573,50.0,0.2,0.95,20,1000,20,0.3,4
5,3,10,0.07175999999999999,0.0394702723578138,3.02028,0.43354986056969275,Hybrid-Ensemble,98.27995401476227,1.231239660888373,93.77055616382142,2.4144962996659243,97.84605597572356,1.1819180968750744,50.0,0.2,0.95,20,1000,20,0.3,4
5,3,10,0.4536,0.13971184631232958,0.0,0.0,Machines-Ensemble,88.47274636000503,3.5194837109954684,72.09960276370865,8.988317975053162,86.57319861930857,3.9562466887577874,50.0,0.3,0.95,20,1000,20,0.3,4
5,3,10,0.08676,0.03346912607164997,3.3719000000000006,0.42876237008394286,Hybrid-Ensemble,98.10072060510018,1.1017834807876572,90.9279086926652,2.8723673498579045,97.39107726610393,0.979217270083821,50.0,0.3,0.95,20,1000,20,0.3,4
5,3,10,1.06102,0.33811586712249986,0.0,0.0,Machines-Ensemble,68.2111995616867,10.468341963841562,68.7037406539727,9.649866901230702,68.19654121648547,10.196008954402947,50.0,0.5,0.95,20,1000,20,0.3,4
5,3,10,0.12752,0.04505163260082813,4.0846800000000005,0.6014961160306856,Hybrid-Ensemble,97.45552238559556,1.306726637671355,85.68824734979157,4.482351451523811,96.23019742521103,1.3580851413601032,50.0,0.5,0.95,20,1000,20,0.3,4
5,3,10,1.591,0.45177675903038655,0.0,0.0,Machines-Ensemble,50.738955239185145,15.171535163317433,62.75108529713755,13.620261601805344,51.26477256669406,14.318925534263093,50.0,0.7,0.95,20,1000,20,0.3,4
5,3,10,0.18636,0.10136779764797103,4.98624,0.8583575143260529,Hybrid-Ensemble,96.5223743346335,3.2053430108267915,78.67087878706143,7.176616052592633,94.49515126945525,3.0996259875254952,50.0,0.7,0.95,20,1000,20,0.3,4
5,3,10,1.7457999999999998,0.6790969297530361,0.0,0.0,Machines-Ensemble,47.56189587257166,27.031652872833074,58.311147201480125,16.75137191593107,46.14918882491542,22.335244294085783,50.0,0.9,0.95,20,1000,20,0.3,4
5,3,10,0.21582000000000004,0.11945789048865713,5.231380000000001,1.1728531347103948,Hybrid-Ensemble,95.7570968668947,3.4857615899930163,78.99374952379901,12.209002822937254,93.70146628304673,3.4580494167983504,50.0,0.9,0.95,20,1000,20,0.3,4
5,3,10,0.30598,0.11959757355398143,8.55424,2.1293584908136065,Crowd-Ensemble,97.43280605898673,1.7200682038474602,60.183835594237195,16.359024671571845,91.36432353508118,2.861055924549936,0.0,0.0,0.95,20,1000,20,0.3,5
5,3,10,0.1426,0.08787400070555568,0.0,0.0,Machines-Ensemble,99.04664650678285,0.8856577023888342,73.90012992961807,11.525341800624474,95.83232720810996,2.495284475761506,50.0,0.0,0.95,20,1000,20,0.3,5
5,3,10,0.06656,0.05112578996944692,2.8478,0.3926189501284929,Hybrid-Ensemble,98.1794947737526,1.725591435795063,95.91553661108455,1.6352221153560946,97.96446004774789,1.5792210553268795,50.0,0.0,0.95,20,1000,20,0.3,5
5,3,10,0.3287,0.11771036487922379,0.0,0.0,Machines-Ensemble,92.5589495789132,2.5793615314035603,73.15086452968416,9.430200058337428,90.26784448056378,3.344539079008185,50.0,0.2,0.95,20,1000,20,0.3,5
5,3,10,0.08626000000000002,0.04044146881605563,3.2965799999999996,0.3988021108269113,Hybrid-Ensemble,97.87978716104831,1.4061299399047507,92.73599980245544,2.190363691273011,97.38122484539721,1.250542612253925,50.0,0.2,0.95,20,1000,20,0.3,5
5,3,10,0.5563800000000001,0.17563745500319683,0.0,0.0,Machines-Ensemble,84.88933197616878,4.8511961607277705,71.34825324814682,9.079066769221697,83.38093759421257,5.1551144528858694,50.0,0.3,0.95,20,1000,20,0.3,5
5,3,10,0.11104000000000001,0.037656850638363264,3.6795999999999998,0.4880862218911736,Hybrid-Ensemble,97.39409395632443,1.3063023817079282,89.77063644245334,3.6983435622304994,96.62868664242232,1.1865471304251543,50.0,0.3,0.95,20,1000,20,0.3,5
5,3,10,1.26852,0.34524937306242864,0.0,0.0,Machines-Ensemble,60.994594709752455,11.023734290565827,67.6136178485323,10.63634844001009,61.41342372054892,10.750596100743035,50.0,0.5,0.95,20,1000,20,0.3,5
5,3,10,0.16398,0.07581332072927553,4.5467200000000005,0.6118378556447778,Hybrid-Ensemble,96.46058588185872,2.4329380337301343,83.7409848281603,4.7417829371608775,95.11590259504716,2.30894172917328,50.0,0.5,0.95,20,1000,20,0.3,5
5,3,10,1.7573599999999998,0.5203835800637834,0.0,0.0,Machines-Ensemble,43.503422138117706,17.2523824218113,65.77112720899063,12.966239559858442,44.58128432435653,16.954007475138003,50.0,0.7,0.95,20,1000,20,0.3,5
5,3,10,0.21342000000000003,0.12058376175920206,5.0495399999999995,0.8959859420772182,Hybrid-Ensemble,95.47563909215803,3.6599313796202093,78.91337155521278,6.98082815898768,93.62408784081,3.608031327270724,50.0,0.7,0.95,20,1000,20,0.3,5
5,3,10,1.9493,0.5936496020381046,0.0,0.0,Machines-Ensemble,37.40901071638611,23.47197901700144,62.5426383774833,15.548946802736783,37.49154973686816,20.5109630437229,50.0,0.9,0.95,20,1000,20,0.3,5
5,3,10,0.25116,0.15228005253479526,5.32184,1.0157721468912209,Hybrid-Ensemble,94.52141817272886,4.9912413809770335,76.71965668502467,9.514937899654296,92.41668165380999,4.724911390690602,50.0,0.9,0.95,20,1000,20,0.3,5
